claims,ipc_main,title,ipc_section,ipc_class,ipc_subclass
"액추에이터용 스위블(swivel) 조립체로서,소켓을 규정하는 막대(rod) - 상기 막대는 상기 소켓의 플로어에서 아치형 표면을 규정함 - ;상기 소켓 내에 맞도록 치수 조정된 캡 - 상기 캡은, 상기 소켓의 플로어의 아치형 표면에 대응하도록 치수 조정된 볼록한 아치형 표면을 규정함 - ; 상기 막대에 의해 규정되는 제1 연장 표면 - 상기 제1 연장 표면은, 상기 소켓의 측면 부분에 의해 적어도 부분적으로 규정되어 상기 소켓에 깊이를 제공함 - ; 상기 캡에 의해 규정되며 상기 캡에 연장된 길이를 제공하여, 상기 캡의 볼록한 아치형 표면이 상기 소켓의 플로어의 아치형 표면과 접촉할 때, 상기 캡을 상기 소켓 외부로 연장하게 하는 제2 연장 표면; 및 피스톤과 상기 캡이 실린더 조립체의 종방향 축을 따라 축방향으로 움직이게 하여, 상기 실린더 조립체의 내외부로 움직이도록 상기 피스톤과 상기 캡에 동작 가능하게 연결되는 상기 실린더 조립체를 포함하는, 스위블 조립체.실린더 조립체에서 굽힘 모멘트를 감소시키는 방법으로서,제1 연장 표면을 신장되는 소켓에 제공하여 상기 소켓에 막대 내로의 추가 깊이를 제공하는 단계;볼록한 아치형 표면을 갖는 캡 상에 제2 연장 표면을 제공하며, 상기 제2 연장 표면과 상기 볼록한 아치형 표면을 상기 소켓에 맞도록 치수 조정하는 단계; 상기 캡을 상기 소켓 내에 놓는 단계;상기 캡 상에 상부 표면을 제공하는 단계;상기 제1 및 캡을 피스톤과 실린더 조립체에 동작 가능하게 연결하는 단계 - 상기 피스톤은 상기 실린더 조립체의 측벽에 대항하여 지지 표면을 가짐 - ; 및상기 캡이 상기 소켓에 위치할 때 상기 피스톤의 지지 표면과 상기 캡의 상부 표면 사이의 거리를 최소화하도록 상기 소켓을 배향(orient)하는 단계를 포함하는, 굽힘 모멘트 감소 방법.액추에이터용 스위블 조립체로서,소켓을 규정하는 막대 - 상기 막대는 상기 소켓의 플로어에서 아치형 표면을 규정함 - ;상기 소켓에 맞도록 치수 조정되는 캡 - 상기 캡은 상기 소켓의 플로어의 아치형 표면에 대응하도록 치수 조정되는 볼록한 아치형 표면을 규정함 - ;상기 소켓의 깊이를 연장하는 수단;상기 볼록한 아치형 표면을 연장하여 상기 캡이 연장된 상기 소켓 내에 맞도록 하는 수단; 및제1 및 제2 본체를 액추에이팅 실린더로부터 멀리 및 상기 액추에이팅 실린더를 향하여 연장 및 수축하는 수단을 포함하는, 스위블 조립체.",F15B-015/14,"부동 피스톤, 저 프로파일 스위블 캡 및 윤활식 로드를 갖는 실린더",F,F15,F15B
"유압 실린더(10, 100)에 있어서, 압력 유체가 도입되는 한 쌍의 실린더 챔버(12a, 12b)를 포함하는 실린더 바디(14, 110), 상기 실린더 챔버(12a, 12b)를 따라서 변위가능하게 배치되는 한 쌍의 피스톤(20a, 20b, 102a, 102b), 및 상기 실린더 바디(14, 110)의 외부에 배치되는 단부 플레이트(24)로서, 상기 피스톤(20a, 20b, 102a, 102b)에 연결되는 피스톤 로드(22a, 22b)의 단부 상에 배치되는, 상기 단부 플레이트(24)를 포함하며, 상기 피스톤(20a, 20b, 102a, 102b)은, 상기 압력 유체가 상기 실린더 챔버(12a, 12b)에 공급될 때, 상기 실린더 챔버(12a, 12b)를 따라서 이동되고,로드(46)가 상기 피스톤(20a, 20b, 102a, 102b)의 운동 방향과 실질적으로 평행하게 상기 단부 플레이트(24)에 연결되고, 상기 로드(46)는 상기 로드의 외측 원주방향 표면 상에 그리고 실린더 바디(14, 110)의 내부에 자석(50)을 갖고, 상기 로드(46)는 상기 실린더 챔버(12a, 12b)의 외부에 제공되고 그리고 피스톤(20a, 20b, 102a, 102b)과 함께 축선 방향으로 이동되는, 유압 실린더.",F15B-015/14,유압 실린더,F,F15,F15B
"축심을 관통하는 볼트 삽입관통구멍을 구비한 링형상의 몸체;상기 몸체의 양면 중에 외부면에 형성된 외부 곡면부;상기 몸체의 양면 중에 내부면에 형성된 내부 곡면부;를 구비한 와셔로서,상기 삽입관통구멍은, 경사면으로 형성되고,상기 외부 곡면부 및 내부 곡면부는 탄성을 가진 고무 또는 고분자합성수지로서 상기 축심에서 바깥을 향해 올라가는 경사면으로 형성되며,상기 몸체의 바깥쪽은 가늘고 안쪽으로 들어가면서 넓어지는 구조로서 조립품을 고정시키기 위한 볼트의 누르는 힘에 의해 안쪽으로 회전하고,상기 몸체의 모서리가 상기 볼트와 상기 볼트에 의해 고정되는 조립품의 틈으로 들어가 자동으로 중심에 위치하며,상기 외부 곡면부는 서로 다른 직경을 갖는 계단형 구조로서 직경이 가장 작은 1단 계단 체결면에 볼트가 삽입된 후 상기 볼트가 감기면서 탄성에 의해 상기 1단 계단보다 큰 직경을 가진 2단 계단 체결면에 상기 볼트가 체결되어 상기 볼트와 체결면 사이가 빈틈없이 밀착되는 것을 특징으로 하는 와셔.",F16B-043/00,절연 와셔,F,F16,F16B
"패스너 및/또는 다른 구조로부터 작업편(work-piece)을 절연하도록 구성된 워셔 조립체로서,작업편의 표면에 직접 접촉하도록 구성된 적어도 하나의 융기부(protuberance)를 갖는 고무 절연체와;고무 절연체에 영구적으로 고정된 금속 강화 부재로서, 적어도 하나의 융기부는 정상 동작 상태 동안 압착되도록 구성되고, 금속 강화 부재는, 정상 동작 상태 동안보다 워셔 조립체에 더 큰 힘이 가해지는 피크 동작 상태 동안 압착되도록 구성되는, 금속 강화 부재를포함하는, 워셔 조립체.시스템으로서,관통 구멍을 갖는 작업편과;헤드에 일체로 연결되는 샤프트를 갖는 패스너로서, 샤프트는 관통 구멍을 통과하는, 패스너와;패스너가 작업편과 직접 접촉하지 않도록 패스너 및/또는 다른 구조로부터 작업편을 절연하도록 구성된 워셔 조립체로서, 워셔 조립체는, 작업편의 표면에 직접 접촉하도록 구성된 적어도 하나의 융기부를 갖는 고무 절연체와; 고무 절연체에 영구적으로 고정된 금속 강화 부재로서, 적어도 하나의 융기부는 정상 동작 상태 동안 압착되도록 구성되고, 금속 강화 부재는, 정상 동작 상태 동안보다 워셔 조립체에 더 큰 힘이 가해지는 피크 동작 상태 동안 압착되도록 구성되고, 금속 강화 부재는 작업편에 직접 접촉하지 않는, 금속 강화 부재를포함하는, 워셔 조립체를포함하는, 시스템.패스너 및/또는 다른 구조로부터 작업편을 절연하도록 구성된 워셔 조립체로서,작업편의 표면에 직접 접촉하도록 구성된 복수의 일정하게 이격된 방사상 리브를 갖는 고무 절연체 링과;고무 절연체 내에 내장된 금속 강화 부재로서, 복수의 일정하게 이격된 방사상 리브는 정상 동작 상태 동안 압착되도록 구성되고, 금속 강화 부재는, 정상 동작 상태 동안보다 워셔 조립체에 더 큰 힘이 가해지는 피크 동작 상태 동안 압착되도록 구성되고, 금속 강화 부재는 고무 절연체의 형태를 유지하는, 금속 강화 부재를포함하는, 워셔 조립체.",F16B-043/00,워셔 조립체,F,F16,F16B
"반원링 형상을 가진 한 쌍 분할편(110)의 외주연에 구비된 원형 홈에 탄성링(120)이 삽입되어 접힘 및 펼침이 이루어지는 접힘와셔(100)와, 피체결부재(500)에 구비되는 체결공(510)의 내경보다 작고 상기 접힘와셔(100)의 내경보다 큰 외경을 가지는 머리부(210)를 가진 일방향볼트(200)와, 상기 일방향볼트(200)와 체결하는 체결너트(300)로 구성되는 일방향볼트 단위체(U)를 사용하기 위하여 볼트파지부(410)와 와셔파지부(420) 및, 손잡이(430)로 이루어지는 것으로서,상기 볼트파지부(410)는, 외주면에 수나사가 형성된 나선봉(411)과, 와셔안내면(412a)이 구비된 볼트가압체(412)로 이루어지고; 상기 와셔파지부(420)는, 접힘와셔(100)의 일측이 삽입되는 와셔걸이대(421)와, 접힘와셔(100)의 타측이 놓여지는 와셔안착면(422a) 및 와셔가압면(422b)이 구비된 와셔가압체(422)로 이루어지며,상기 와셔가압체(422)에 구비되는 와셔안착면(422a)은 내측으로 하향 경사지도록 형성되고, 와셔가압면(422b)의 상부에는 와셔의 탄성링(120)이 이탈되는 것을 방지하는 이탈방지대(423)가 구비되어 있는 것을 특징으로 하는 일방향볼트 단위체의 체결을 위한 체결진입봉.",F16B-043/00,접힘와셔가 포함된 일방향볼트 단위체의 체결을 위한 체결진입봉,F,F16,F16B
"양면이 모두 평탄면이고, 또한 중앙의 마주보는 위치에 각각 오목부가 구비되며, 상기 두 오목부 중앙에 관통공이 구비되어 연통되는 복수의 편평상 플라스틱 와셔; 및각각의 상기 편평상 플라스틱 와셔의 상기 관통공에 관통 설치되어, 각각의 상기 편평상 플라스틱 와셔를 직렬로 중첩시키며, 상단에 당김부가 구비되고, 하단에 근접한 부위에 상기 편평상 플라스틱 와셔의 상기 관통공의 직경보다 큰 걸림부가 구비되는 금속 연결봉을 포함하는 것을 특징으로 하는 네일건용 와셔 세트 구조.양면이 모두 평탄면이고, 또한 각각 중앙에 관통공이 구비되는 복수의 편평상 플라스틱 와셔; 및각각의 상기 편평상 플라스틱 와셔의 상기 관통공에 관통 설치되어, 각각의 상기 편평상 플라스틱 와셔를 직렬로 중첩시키며, 몸체의 지름 폭이 상기 관통공의 직경보다 작고, 또한 상단에 당김부가 구비되며, 하단에 근접한 부위에 상기 편평상 플라스틱 와셔의 상기 관통공의 직경보다 큰 걸림부가 구비되는 플라스틱 연결봉을 포함하며, 그 중 상기 걸림부는 상기 플라스틱 연결봉이 미리 정해진 수량의 상기 편평상 플라스틱 와셔를 관통한 후, 상기 플라스틱 연결봉을 변형시켜 형성되는 것을 특징으로 하는 네일건용 와셔 세트 구조.",F16B-043/00,네일건용 와셔 세트 구조,F,F16,F16B
"세그멘트(100)의 연결구멍(110)에 볼트(200)를 결합하는 것으로, 상기 세그멘트(100)의 연결구멍(110) 상부에 오링(O-Ring)(300)이 결합된 탄성와셔(400)가 너트(500) 사이에 체결되는 지하터널 세그멘트 부위 변형 충격 흡수용 방수 탄성와셔에 있어서,상기 오링(O-Ring)(300)은 쐐기형인 것이며,상기 탄성와셔(400)와 너트(500) 사이에는 철와샤(410)가 체결되는 것이며,상기 오링(O-Ring)(300)은 수평중심선을 기준으로 단면이 상하부분으로 이루어지되, 수평중심선 상부부분만을 절개한 단면에서 볼 때, 삼각형부분(302)과 바깥의 직각삼각형부분(301)으로 두 개로 나누어 설치되되, 상기 삼각형부분(302)과 바깥의 직각삼각형부분(301)을 포함하는 커버(304)가 외주연에 설치되어 두 부분이 이탈되지 않게하는 것으로, 상기 탄성와셔(400)의 탄성력이 직각삼각형부분(301)의 두 직선변에 작용되고, 빗변을 통해 내부의 삼각형부분(302)의 한 빗변에 작용하며, 삼각형부분(302)의 하변이 쐐기처럼 세그멘트(100)와 볼트(200) 사이를 긴밀하게 밀봉하게 하는 것이며,상기 오링(O-Ring)(300)의 삼각형부분(302) 하부에 나사 표면부 모양의 지수 오링(O-Ring)(303)을 형성하되, 타원형 단면형상이 두 개가 연결된 형상이 되며, 재질은 수팽창성 고무로 제작하여, 지수 오링(O-Ring)(303)이 팽창되며 이중으로 기밀작용을 하며, 상기 지수 오링(O-Ring)(303)이 세그멘트(100)와의 접촉성을 증가시키는 것이며,상기 직각삼각형부분(301)의 상면과 측면에는 각각 상부유체인입구멍(301-1) 및 측면유체인입구멍(301-2)을 형성하여 유체가 인입하면서 가하는 힘에 의해 상기 오링(O-Ring)(300)의 세그멘트(100) 사이와의 밀봉력을 증가시키되, 상기 상부유체인입구멍(301-1) 및 측면유체인입구멍(301-2)은 서로 내부에서 연통되며 연통되는 부분에는 연통부(301-3)의 면적이 상부유체인입구멍(301-1) 및 측면유체인입구멍(301-2)의 면적보다 넓게 형성되며 단면이 원형으로 형성되어 압력을 골고루 가하게 하여 밀봉력을 증가시키는 것이며, 상기 상부유체인입구멍(301-1) 상부에서 하부로 향할수록 전방으로 경사지게 형성하는 것을 특징으로 하는 지하터널 세그멘트 부위 변형 충격 흡수용 방수 탄성와셔",F16B-043/00,지하터널 세그멘트 부위 변형 충격 흡수용 방수 탄성와셔,F,F16,F16B
"로터(400)가 배치되는 베어링 하우징(100)의 중공(110) 내측에 형성된 한 쌍의 탑포일(300)을 포함하고,상기 한 쌍의 탑포일(300)은 서로 다른 길이로 구성되는 것을 특징으로 하는 에어 포일 저널 베어링.",F16C-017/02,에어 포일 저널 베어링,F,F16,F16C
"내주에서 원주 방향을 따라 서로 이격되어 형성되는 복수의 수용부를 구비하는 하우징;회전체에 접촉하도록 회전체의 외주에 배치되고, 상기 하우징의 내주에 설치되는 탑 포일; 상기 복수의 수용부 각각에 설치되어 상기 탑 포일을 통해 전달되는 하중을 지지하도록 감쇠부;상기 탑 포일 및 상기 감쇠부 사이에 배치되도록 상기 수용부에 설치되고 일부가 상기 탑 포일에 접촉되는 제1스페이서;상기 감쇠부를 사이에 두고, 상기 제1스페이서의 반대편의 일 측에 배치되어 상기 감쇠부를 지지하도록 상기 수용부에 설치되는 제2스페이서; 및상기 제2스페이서를 지지하도록 상기 하우징에 설치되는 강성조절부를 포함하고, 상기 감쇠부는 상기 복수의 수용부 각각에 설치됨으로써 원주 방향을 따라 이격되도록 배치되어 상기 수용부에 의해 반경 방향으로의 간극이 유지되면서 반경 방향으로 가이드되고, 상기 하우징은 내주에 원주 방향을 따라 돌출 형성되는 복수의 측면 지지부를 구비하고, 상기 수용부는 상기 복수의 측면 지지부들 사이에 각각 형성되고,상기 복수의 측면 지지부의 단부에는 상기 복수의 측면 지지부의 돌출 방향과 교차하는 방향으로 형성되는 턱부가 구비되고,상기 제1스페이서는,서로 이격된 상기 턱부에 양 단이 걸림 결합 가능하도록 이루어지는 결합부; 및상기 탑 포일을 상기 하우징의 내주로부터 이격시키도록 일부가 상기 탑 포일에 접촉 지지 가능하게 상기 탑 포일을 향하여 돌출되는 이격 지지부를 포함하고,공기 피막을 형성 가능하게 하도록 상기 감쇠부는 금속 재질의 메쉬 형상으로 이루어지고,상기 강성조절부는, 무두볼트이고 상기 수용부가 형성되는 상기 하우징의 내측 단에 결합 길이가 조절 가능하도록 나사 결합되어 상기 제2스페이서의 가압력을 조절하여 반경방향으로 강성을 조절할 수 있게 하는 것을 특징으로 하는 메탈 메쉬 포일 베어링.",F16C-017/02,메탈 메쉬 포일 베어링,F,F16,F16C
"베어링과,상기 베어링에 접속된 윤활유 공급 유닛을 구비하고,상기 베어링은,내주면에 외륜 전주면을 갖는 외륜과,외주면에 내륜 전주면을 가지며, 상기 내륜 전주면이 상기 외륜 전주면에 대향하도록 상기 외륜의 내측에 배치된 내륜과,상기 외륜 전주면 및 상기 내륜 전주면에 접촉하고, 원환형상의 궤도상에 나열하여 배치되는 복수의 전동체를 포함하고,상기 윤활유 공급 유닛은,베어링의 내부에 공급되는 윤활유를 유지하는 유지부와,상기 유지부로부터 상기 베어링의 내부에 상기 윤활유를 공급하는 공급부와,전력을 발생시키는 발전부를 포함하고,상기 공급부는 상기 발전부에서 발생시킨 전력에 의해 작동하고,상기 공급부는 상기 베어링의 둘레방향에 대해 0° 이상 90° 이하의 각도로 상기 베어링의 내부에 상기 윤활유를 공급하는 것을 특징으로 하는 베어링 장치.",F16C-033/66,베어링 장치 및 기계 장치,F,F16,F16C
"원주 방향을 따라 이격되어 구비되는 결합부재에 의하여 2개의 케이지부재가 축 방향으로 마주하여 결합되어 이루어지며; 상기 케이지부재에는 마주하는 방향에 오목하며 구면을 가지는 포켓부가 원주 방향을 따라 이격되어 복수로 구비되고, 포켓부 사이의 돌기부의 축 방향 단부가 접하여 구비되며, 마주하는 2개의 포켓부에 의하여 볼이 삽입되는 포켓이 형성되는 것을 특징으로 하는 볼 베어링 케이지.",F16C-033/38,볼 베어링 케이지,F,F16,F16C
"내외륜 사이에 개재(介在)되는 볼을, 원환부(圓環部)의 원주 방향 복수 개소에 설치된 포켓에 유지하고, 상기 원환부는, 축 방향 양측에 배치되는 환형부와, 상기 환형부를 연결하여 원주 방향 복수 개소에 배치되는 기둥부를 구비하고, 상기 축 방향 양측의 환형부와, 원주 방향으로 인접하는 상기 기둥부에 의해 상기 포켓이 형성되는 볼 안내의 볼베어링용 유지기로서, 각각의 상기 기둥부에서의, 상기 볼과의 주위 방향의 접촉부를, 축 방향을 따라 연장되는 평면으로 하고, 상기 평면에 의해 상기 볼을 안내하게 하는,볼베어링용 유지기. 제1항 내지 제9항 중 어느 한 항에 기재된 볼베어링용 유지기를 사용한 공작 기계(machine tool) 주축(spindle)용의 앵귤러 볼베어링.",F16C-033/38,볼베어링용 유지기,F,F16,F16C
"엔진 출력측에 드라이브 디스크를 통해 동력 연결되는 클러치 하우징과, 상기 클러치 하우징 내부의 반경방향 외측과 내측에 각각 구성되어 각각의 클러치 허브를 통하여 제1, 제2 입력축과 동력 연결되는 아웃터 클러치 및 인너 클러치와, 상기 아웃터 클러치와 인너 클러치에 대응하여 선단이 각각 상기 클러치 하우징의 내측면을 관통하여 배치되는 제1, 제2 작동 피스톤과, 상기 변속기 하우징의 내부 일측에 구성되어 상기 제1, 제2 작동 피스톤을 각각 작동 제어하는 제1, 제2 슬레이브 실린더를 포함하는 변속기용 더블 클러치 장치에 있어서,상기 아웃터 및 인너 클러치의 실링을 위한 중간 플레이트와 상기 드라이브 디스크 사이에 반경방향으로 배치되는 서포트 베어링;상기 서포트 베어링의 외측에 대응하여 상기 드라이브 디스크와 상기 중간 플레이트 사이에 설치되는 시일 링;을 포함하는 변속기용 더블 클러치 장치.엔진으로부터 전달되는 회전동력을 인너 및 아웃터 클러치로 이루어지는 더블 클러치를 통하여 제1, 제2 입력축에 선택적으로 연결하는 변속기용 더블 클러치 장치에 있어서, 엔진 출력측과 상기 더블 클러치의 클러치 하우징 사이에 연결되는 드라이브 디스크와, 상기 더블 클러치의 실링을 위한 중간 플레이트 사이에 상기 더블 클러치의 회전 지지를 위한 서포트 베어링을 반경방향으로 배치하여 구성되는 변속기용 더블 클러치 장치.제4항에 있어서, 상기 더블 클러치는 엔진 출력측에 드라이브 디스크를 통해 동력 연결되는 클러치 하우징;상기 클러치 하우징 내부의 반경방향 외측과 내측에 각각 구성되어 각각의 클러치 허브를 통하여 제1, 제2 입력축과 동력 연결되는 아웃터 클러치 및 인너 클러치;상기 아웃터 클러치와 인너 클러치에 대응하여 선단이 각각 상기 클러치 하우징의 내측면을 관통하여 배치되는 제1, 제2 작동 피스톤;상기 변속기 하우징의 내벽 상에 구성되어 상기 제1, 제2 작동 피스톤을 각각 작동 제어하는 제1, 제2 슬레이브 실린더;를 포함하는 변속기용 더블 클러치 장치에 있어서,제5항에 있어서, 상기 아웃터 클러치와 인너 클러치의 각 클러치 허브 사이와, 상기 아웃터 클러치의 클러치 허브와 드라이브 디스크 사이에 축방향으로 베어링이 각각 개재되는 변속기용 더블 클러치 장치.제5항에 있어서, 상기 변속기 하우징의 내벽의 내주단과 상기 제2 입력축 사이에 베어링이 반경방향으로 개재되는 변속기용 더블 클러치 장치.",F16D-013/38,변속기용 더블 클러치 장치,F,F16,F16D
"자동차의 트랜스미션 체인 안에, 축(X)을 따라 연장되는 2개의 공축 입력 샤프트(2, 3)를 포함하는 기어박스와 크랭크축을 갖는 엔진 사이에 배치되도록 설계된 습식 이중 클러치(1)로서, 상기 습식 이중 클러치(1)는 크랭크축으로부터 기어박스의 2개의 입력 샤프트(2, 3) 중 하나 및 다른 하나를 향해 각각 토크를 전달할 수 있는 2개의 클러치(4, 5)를 포함하고, 각각의 클러치(4, 5)는,크랭크축에 회전 연결되도록 설계된 입력 디스크 홀더(8, 9); 기어박스의 2개의 입력 샤프트 중 하나 또는 다른 하나에 회전 연결되도록 설계된 출력 디스크 홀더(15, 30); 입력 및 출력 디스크 홀더(8, 9, 15, 30) 중 하나와 일체형으로 회전하는 적어도 하나의 마찰 디스크, 및 각 마찰 디스크의 양측에 각각 배치되고 입력 및 출력 디스크 홀더(8, 9, 15, 30) 중 다른 하나와 일체형으로 회전하는 적어도 2개의 플레이트를 포함하는 멀티디스크 어셈블리(10, 11)로서, 상기 마찰 디스크 및 플레이트는, 클러치 분리 위치와, 상기 플레이트가 상기 마찰 디스크를 조여 상기 입력 디스크 홀더(8, 9)와 상기 출력 디스크 홀더(15, 30) 사이에서 토크를 전달하는 클러치 연결 위치 사이에서 축방향으로 이동하는, 상기 멀티디스크 어셈블리(10, 11); 및 상기 멀티디스크 어셈블리(10, 11)를 그 클러치 분리 위치로부터 그 클러치 연결 위치로 변위시킬 수 있는 이동식 힘 전달 부재(25, 38)를 포함하며;상기 습식 이중 클러치(1)는 제어 시스템(21)을 추가로 포함하고, 상기 제어 시스템은, 기어박스에 고정되도록 설계되고, 축(X)의 둘레에서 축방향으로 연장되고 기어박스의 2개의 입력 샤프트(2, 3)를 통과시키기 위한 내부 공간을 제공하는 내부관(42)을 포함하는 하우징(41); 및상기 내부관의 외부에서 상기 하우징 상에 축방향으로 미끄럼 이동하도록 설치되고 각각 제1 및 제2 회전 베어링(49, 50)을 구비하는 제1 및 제2 환형 피스톤(45, 46)을 포함하며; 상기 제1 및 제2 회전 베어링(49, 50)은 각각 2개의 클러치(4, 5) 중 하나 및 다른 하나의 힘 전달 부재(25, 38)와 협력하고 상기 클러치(4, 5)의 클러치 분리 위치 및 클러치 연결 위치에 각각 상응하는 휴지 위치 및 활성 위치 사이에서 이동하는, 상기 습식 이중 클러치(1)에 있어서, 상기 2개의 클러치(4, 5)의 입력 디스크 홀더(8, 9)가 베어링(20)을 매개로 하여 상기 제어 시스템(21)의 내부관(42) 상에 축(X)을 중심으로 회전하도록 설치되는 것을 특징으로 하는 습식 이중 클러치. 제1항 내지 제12항 중 어느 한 항에 기재된 습식 이중 클러치(1)를 포함하는자동차.",F16D-013/38,제어 시스템 상에 지지된 습식 이중 클러치,F,F16,F16D
"일정직경 및 두께를 가지며 그 양면에는 암나사구가 형성되어 있고, 상기 암나사구의 주변에는 다수의 방열구멍이 두께 방향으로 관통 형성되어 있는 디스크부와, 상기 디스크부의 일측면 중앙에 일체를 이루며 차축에 연결되는 하우징부를 갖는 디스크본체와;상기 디스크본체의 양면에 밀착 고정되는 일정두께의 링형부재로서, 디스크본체에 대한 밀착시, 상기 방열구멍에 대응하는 방열구와 암나사구에 대응하는 관통구멍이 형성되어 있는 두 장의 마찰판과;상기 각 마찰판의 관통구멍을 통과해 디스크본체의 암나사구에 체결됨으로써, 마찰판을 디스크본체에 고정시키는 다수의 체결볼트를 포함하는 것을 특징으로 하는 차량용 경량 브레이크 디스크.",F16D-065/12,차량용 경량 브레이크 디스크,F,F16,F16D
"자동차의 트랜스미션 체인 안에, 축(X)을 따라 연장되는 2개의 공축 입력 샤프트(2, 3)를 포함하는 기어박스와 크랭크축을 갖는 엔진 사이에 배치되도록 설계된 습식 이중 클러치(1)에 있어서, 상기 습식 이중 클러치(1)는 크랭크축으로부터 기어박스의 2개의 입력 샤프트(2, 3) 중 하나 및 다른 하나를 향해 각각 토크를 전달할 수 있는 제1 및 제2 클러치(4, 5)를 포함하고, 상기 제1 및 제2 클러치(4, 5) 각각은, 크랭크축에 회전 연결되도록 설계된 입력 디스크 홀더(8, 9); 기어박스의 2개의 입력 샤프트 중 하나 또는 다른 하나에 회전 연결되도록 설계된 출력 디스크 홀더(15, 30);상기 입력 및 출력 디스크 홀더(8, 9, 15, 30) 중 하나와 일체형으로 회전하는 적어도 하나의 마찰 디스크 및 각각의 마찰 디스크의 양측에 각각 배치되고 상기 입력 및 출력 디스크 홀더(8, 9, 15, 30) 중 다른 하나와 일체형으로 회전하는 적어도 2개의 플레이트를 포함하는 멀티디스크 어셈블리(10, 11)로서, 상기 마찰 디스크 및 상기 플레이트들은, 클러치 분리 위치와, 상기 플레이트들이 상기 마찰 디스크를 조여 상기 입력 디스크 홀더(8, 9)와 상기 출력 디스크 홀더(15, 30) 사이에서 토크를 전달하는 클러치 연결 위치 사이에서 축방향으로 이동하는, 상기 멀티디스크 어셈블리(10, 11); 및 축(X)을 따라 병진 운동으로 이동하여 상기 멀티디스크 어셈블리(10, 11)를 그 클러치 분리 위치로부터 그 클러치 연결 위치로 변위시키는 힘 전달 부재(25, 38)를 포함하며;상기 습식 이중 클러치(1)는 제어 시스템(21)을 추가로 포함하고, 상기 제어 시스템은, 기어박스에 고정되도록 설계된 하우징(41);상기 하우징 상에서 축방향으로 미끄럼 이동하도록 설치되고 제1 및 제2 회전 베어링(49, 50)을 각각 구비하는 제1 및 제2 환형 피스톤(45, 46)을 포함하며; 상기 제1 및 제2 회전 베어링(49, 50)은 상기 제1 및 제2 클러치(4, 5)의 힘 전달 부재(25, 38)와 각각 협력하여 상기 클러치(4, 5)를 그 클러치 분리 위치와 그 클러치 연결 위치 사이에서 변위시키며; 상기 힘 전달 부재(25, 38)는 축(X)을 중심으로 회전 안내되고 센터링되는습식 이중 클러치.",F16D-013/38,센터링된 힘 전달 부재를 구비한 습식 이중 클러치,F,F16,F16D
"주철을 주조하여 주제동파트를 마련하는 제1주조단계;금형 내부에 주제동파트를 안착시키고, 알루미늄합금 용탕의 주입을 통해 햇파트를 형성하여 주제통파트와 햇파트가 결합된 반제품을 준비하는 제2주조단계;금형으로부터 반제품을 인출 후 연질 아노다이징(Soft anodizing)을 통해 햇파트의 내경부 표면에 산화피막층을 형성시키는 가공단계; 및가공된 햇파트의 산화피막층 위로 용사재를 이용하여 아크와이어용사 방식으로 용사코팅층을 형성시키는 코팅단계;를 포함하는 DIH 브레이크디스크 제조방법.주철을 주조하여 주제동파트를 마련하는 제1주조단계;금형 내부에 주제동파트를 안착시키고, 알루미늄합금 용탕의 주입을 통해 햇파트를 형성하여 주제통파트와 햇파트가 결합된 반제품을 형성시키는 제2주조단계;금형으로부터 반제품을 인출 후 연질 아노다이징(Soft anodizing)을 통해 햇파트의 내경부 표면에 산화피막층을 형성시키는 가공단계; 및가공된 햇파트의 산화피막층 위로 용사재를 이용하여 아크와이어용사 방식으로 용사코팅층을 형성시키는 코팅단계;를 거쳐서 제조된 DIH 브레이크디스크.",F16D-065/12,DIH 브레이크디스크 및 제조방법,F,F16,F16D
"유연성을 갖는 전송라인용 슬리브에 형성된 복수의 수용공간들 중 일부에 삽입되어 상기 전송라인용 슬리브의 처짐을 방지하는 전송라인용 슬리브의 지지모듈에 있어서,일렬로 나열된 복수의 단위블록들;서로 이웃하는 두 단위블록 중 어느 하나인 전방 단위블록에 회전 가능하게 결합한 전단 및 나머지 하나인 후방 단위블록에 회전가능하게 결합된 후단을 갖는 연결편; 및상기 연결편에 걸린 일단 및 상기 전방 단위블록에 걸린 반대단을 갖고, 상기 이웃하는 두 단위블록이 펴지는 방향으로 탄성력을 발휘하는 토크 스프링;을 포함하는 전송라인용 슬리브의 관절형 지지모듈.",F16G-013/16,전송라인용 슬리브의 관절형 지지모듈,F,F16,F16G
"케이블류가 개별적으로 삽입 설치되는 복수개의 중앙 자켓부와 상기 중앙 자켓부의 폭 방향 양측에 병렬 구비되는 한 쌍의 측부 자켓부를 일체 성형하여 이루어지는 자켓부와, 각각 복수의 체인 블록이 구부림 운동 가능한 링크 구조로 핀 결합 방식으로 연결되어 상기 측부 자켓부에 각각 삽입 설치되는 한 쌍의 체인 어셈블리를 포함하는 자켓 타입의 로보체인에 있어서,상기 체인 어셈블리가 압입 설치되고, 상기 체인 어셈블리와 함께 상기 측부 자켓부에 삽입 설치되는 보호튜브;를 더 포함하고,상기 보호튜브는, 상기 측부 자켓부와 이중으로 상기 체인 어셈블리를 감싸는 이중 보호 구조를 형성하며, 상기 체인 어셈블리를 탄성적으로 가압하여 상기 체인 어셈블리의 외면과 밀착 접촉되는 것을 특징으로 하는 자켓 타입의 로보체인.",F16G-013/16,자켓 타입의 로보체인,F,F16,F16G
